id,title,source,price,currency,listing_created_on,is_active,last_modified_timestamp
16855,"Miles, Smith and Waters",Craigslist,4495.47,USD,2022-04-22,True,2024-02-22
16856,"Smith, Leach and Hanna",Zillow,1203.67,INR,2024-06-25,True,2022-09-09
16857,Lang and Sons,Craigslist,3376.89,USD,2024-05-16,False,2020-02-01
16858,Wilcox-Jackson,Apartments.com,2708.47,EUR,2023-04-21,True,2022-01-03
16859,Sanchez-Gregory,Airbnb,2400.92,EUR,2021-02-14,False,2024-02-18
16860,Ramirez and Sons,Apartments.com,4241.83,INR,2020-01-23,False,2024-04-22
16861,"Tran, Zuniga and Ochoa",Airbnb,2918.96,INR,2023-06-22,True,2022-10-12
16862,Castro-Woodward,Apartments.com,1452.58,EUR,2021-04-13,True,2022-11-05
16863,"Johnson, Hawkins and Dawson",Apartments.com,1197.1,EUR,2022-11-25,False,2021-12-02
16864,Cline LLC,Craigslist,4118.64,INR,2022-08-29,True,2021-08-27
16865,"Nelson, Fuentes and Mayer",Apartments.com,4969.74,USD,2024-07-09,True,2022-07-17
16866,Fisher PLC,Realtor,4323.89,EUR,2024-05-08,True,2020-07-02
16867,"Davis, Palmer and Campbell",Craigslist,1439.85,INR,2022-12-20,False,2024-11-19
16868,Parker-Frazier,Realtor,3269.72,INR,2020-05-17,False,2021-11-20
16869,Conley Group,Apartments.com,2190.32,USD,2022-04-02,True,2021-07-14
16870,Bowen Group,Realtor,3988.53,INR,2024-10-23,True,2021-04-07
16871,"Johnson, Steele and Sexton",Apartments.com,4358.11,USD,2021-02-11,False,2020-12-17
16872,Miller Group,Zillow,2048.32,INR,2022-01-07,True,2020-11-20
16873,Lewis Group,Apartments.com,4761.96,INR,2021-12-04,False,2023-08-01
16874,"Torres, Silva and Miller",Realtor,3087.21,USD,2020-12-13,False,2022-11-17
16875,Miller Group,Craigslist,3209.89,INR,2024-01-10,False,2020-02-28
16876,Davis LLC,Zillow,3437.72,EUR,2023-09-23,True,2020-06-26
16877,Mcmillan Inc,Airbnb,3688.37,USD,2023-06-11,True,2020-05-29
16878,"Mcdowell, Johnson and Richards",Apartments.com,2221.67,USD,2024-03-10,True,2021-08-21
16879,"Garcia, Gomez and Sutton",Apartments.com,1375.18,USD,2024-03-25,False,2023-05-10
16880,"Page, Salinas and Garza",Craigslist,1984.75,USD,2023-05-24,False,2023-09-02
16881,Reyes-Nelson,Airbnb,1557.94,USD,2021-11-23,False,2024-03-02
16882,Davis LLC,Craigslist,1402.49,USD,2020-11-16,True,2022-06-13
16883,Nielsen Ltd,Airbnb,4184.67,INR,2023-04-19,False,2020-07-06
16884,"Gamble, Garrison and Mccall",Realtor,4532.3,INR,2021-03-23,True,2022-06-20
16885,Rowe-Jones,Realtor,2085.12,INR,2020-03-10,False,2023-06-22
16886,"Graham, Oconnor and Benjamin",Apartments.com,4718.58,EUR,2021-04-14,True,2021-02-22
16887,"Mooney, Curry and Gomez",Apartments.com,3212.57,EUR,2024-12-04,False,2023-10-16
16888,Rodriguez-Watkins,Airbnb,4269.77,INR,2023-04-07,False,2022-11-09
16889,Young-Wolfe,Craigslist,3305.53,INR,2022-07-12,True,2021-08-18
16890,Hatfield-Henry,Craigslist,1513.95,USD,2022-06-27,False,2024-03-15
16891,Jenkins PLC,Apartments.com,2328.83,INR,2021-01-13,False,2021-04-21
16892,"Castro, Wagner and Lee",Realtor,3625.08,INR,2024-05-10,False,2023-10-30
16893,"Arias, Walker and Howard",Airbnb,3391.52,EUR,2022-11-14,True,2022-09-17
16894,Ellis-Cox,Zillow,4329.74,USD,2020-09-07,False,2020-04-16
16895,Washington-Patterson,Realtor,4892.68,INR,2025-03-23,True,2021-11-09
16896,Curtis and Sons,Airbnb,4117.8,USD,2021-01-12,True,2022-11-22
16897,Davis-Brown,Zillow,3896.52,EUR,2022-08-27,False,2023-07-10
16898,Allen-Byrd,Apartments.com,1990.4,INR,2023-10-13,True,2020-05-20
16899,Walker-Williams,Realtor,2685.13,INR,2020-05-16,False,2023-11-30
16900,Willis and Sons,Zillow,3448.56,USD,2020-09-02,False,2020-04-11
16901,Kelley Ltd,Apartments.com,3986.62,EUR,2021-05-21,False,2021-03-04
16902,Soto and Sons,Realtor,1592.56,EUR,2022-08-29,True,2021-03-15
16903,Adams Ltd,Apartments.com,4068.28,INR,2024-04-26,False,2020-07-11
16904,Baker Inc,Zillow,2775.62,USD,2022-08-27,True,2020-12-11
16905,Howe Ltd,Airbnb,3284.88,INR,2021-04-18,False,2020-07-11
16906,Harris Ltd,Apartments.com,4757.51,USD,2023-03-06,True,2020-05-29
16907,Taylor-Thompson,Zillow,1794.64,USD,2023-06-22,True,2022-08-01
16908,"Fields, Stanley and Adams",Realtor,4990.44,USD,2021-04-27,False,2021-09-20
16909,Coleman Inc,Airbnb,3497.29,USD,2020-07-24,False,2022-06-26
16910,"Morrison, Greene and Zimmerman",Apartments.com,4986.95,EUR,2021-03-24,True,2022-06-24
16911,Ramos Ltd,Apartments.com,4314.18,INR,2024-02-03,True,2021-01-17
16912,Gonzalez LLC,Apartments.com,1124.77,EUR,2023-08-17,True,2024-10-06
16913,Gomez Inc,Apartments.com,2473.46,EUR,2023-01-07,True,2021-09-04
16914,"Mcintosh, Cox and Bennett",Realtor,3186.67,INR,2025-02-28,False,2022-09-21
16915,Valencia LLC,Craigslist,2538.38,EUR,2025-03-19,True,2020-05-23
16916,Glover LLC,Realtor,3259.59,USD,2023-09-03,False,2024-12-23
16917,Young LLC,Zillow,2845.94,INR,2020-06-21,True,2021-06-25
16918,"Hughes, Johnson and Blackburn",Realtor,4285.15,INR,2021-04-09,False,2024-03-11
16919,Williams Group,Apartments.com,3038.41,INR,2021-12-13,True,2024-01-20
16920,Clark-Frey,Zillow,4290.16,INR,2020-01-05,False,2021-03-25
16921,"Smith, Lopez and Benton",Airbnb,2500.72,INR,2021-01-03,False,2021-08-02
16922,West-Wilson,Airbnb,2992.62,INR,2021-09-18,True,2024-04-12
16923,Peterson-Chan,Zillow,1648.52,EUR,2023-04-08,True,2022-04-15
16924,Ortiz-Peck,Realtor,2484.75,USD,2021-03-02,True,2020-05-12
16925,"Vincent, Bowman and Cervantes",Apartments.com,3960.68,EUR,2024-11-25,True,2022-07-12
16926,"Martinez, Rodriguez and Shepard",Craigslist,3702.95,EUR,2022-08-02,True,2024-06-28
16927,Allen LLC,Zillow,4782.6,EUR,2024-09-17,True,2021-06-22
16928,Lee and Sons,Zillow,3362.53,INR,2020-07-19,False,2020-08-12
16929,"Hogan, Duke and Jones",Airbnb,1136.67,USD,2020-07-25,False,2024-05-03
16930,Hall-Holder,Craigslist,1477.33,INR,2020-12-13,False,2023-07-17
16931,Bridges-Walker,Realtor,2767.32,INR,2021-09-28,False,2024-08-05
16932,"Buck, Gross and Peterson",Realtor,3595.0,USD,2022-10-10,True,2021-06-13
16933,"Lang, Curtis and Downs",Craigslist,2266.9,EUR,2020-11-16,True,2024-12-02
16934,Obrien LLC,Zillow,3073.89,INR,2021-06-17,True,2020-10-26
16935,Joyce Inc,Apartments.com,4912.03,EUR,2023-09-28,True,2021-02-01
16936,"Morales, Little and Baldwin",Craigslist,4119.53,EUR,2025-01-29,False,2022-08-25
16937,"Cruz, Vargas and Mendoza",Realtor,4152.57,USD,2020-09-27,False,2024-11-16
16938,"Morales, Franklin and Frank",Craigslist,4578.58,EUR,2022-10-02,False,2020-11-12
16939,Reese-Odonnell,Airbnb,4321.84,INR,2025-03-04,True,2022-02-12
16940,Chambers-Hill,Airbnb,3218.52,EUR,2022-11-06,True,2022-04-02
16941,"Kelly, Smith and Evans",Airbnb,2828.68,USD,2023-06-03,False,2020-11-16
16942,Gray and Sons,Craigslist,3485.42,EUR,2024-08-05,True,2022-05-25
16943,Brown PLC,Apartments.com,1034.45,USD,2020-07-18,False,2022-01-13
16944,Hernandez-Kennedy,Craigslist,4566.95,USD,2022-11-24,False,2024-07-30
16945,Carroll Ltd,Apartments.com,1590.26,USD,2024-04-17,True,2025-03-24
16946,Duarte Group,Airbnb,1044.47,USD,2021-09-25,False,2021-10-30
16947,Palmer PLC,Realtor,3798.25,INR,2024-11-16,True,2024-01-26
16948,"Humphrey, Thomas and Ruiz",Realtor,3554.58,INR,2024-12-21,False,2020-12-18
16949,Davis Ltd,Realtor,4698.39,INR,2021-05-25,False,2025-03-13
16950,Wilson and Sons,Craigslist,2429.29,USD,2024-02-09,True,2023-10-20
16951,Matthews-Fritz,Realtor,1182.28,EUR,2021-05-29,True,2021-09-11
16952,Murillo and Sons,Zillow,3703.3,INR,2021-06-08,False,2020-12-16
16953,Lara LLC,Realtor,3314.49,INR,2020-08-12,True,2022-07-15
16954,Cruz-Adkins,Realtor,4516.81,INR,2021-10-16,True,2024-05-11
16955,"Mcdonald, Barton and Hubbard",Apartments.com,2575.99,USD,2023-07-16,True,2020-04-08
16956,Garcia Group,Realtor,2190.16,EUR,2023-02-14,False,2020-08-02
16957,Powers-Evans,Apartments.com,2469.92,EUR,2021-10-23,False,2023-04-06
16958,Gonzalez Group,Zillow,3437.07,USD,2021-12-27,True,2022-05-24
16959,Parks-Miller,Airbnb,4257.46,EUR,2023-08-15,False,2020-03-18
16960,"King, Gibson and Maynard",Craigslist,2577.35,EUR,2022-03-06,False,2021-10-17
16961,Reynolds-King,Airbnb,4033.31,INR,2023-11-04,True,2024-02-26
16962,"Burns, Garcia and Woods",Apartments.com,1809.52,EUR,2020-12-30,True,2020-01-06
16963,Sloan LLC,Zillow,3151.64,INR,2024-10-08,True,2020-07-17
16964,"Hicks, Brown and Hart",Airbnb,4763.81,USD,2024-07-07,True,2020-01-29
16965,Mitchell-Miller,Realtor,4887.28,INR,2022-09-08,True,2024-08-27
16966,Grant-Williams,Zillow,2601.34,INR,2024-03-20,False,2021-08-25
16967,Hammond PLC,Zillow,3945.55,USD,2021-07-13,True,2021-08-13
16968,Wilson PLC,Zillow,2091.96,EUR,2021-12-16,True,2024-03-03
16969,"Hutchinson, Arias and Shepherd",Craigslist,3367.38,INR,2020-09-24,True,2020-03-25
16970,Henderson-Robles,Airbnb,4205.88,USD,2023-01-09,False,2025-01-07
16971,Mcgee-Taylor,Realtor,3499.95,USD,2023-12-12,True,2020-02-29
16972,Collins-Mcmahon,Zillow,4382.28,INR,2024-09-30,True,2021-11-23
16973,"Bryan, Morgan and Johnson",Zillow,3502.3,EUR,2022-06-22,False,2024-04-14
16974,"Baldwin, Smith and Terry",Airbnb,2946.12,USD,2021-05-02,False,2020-05-15
16975,Taylor Group,Apartments.com,1155.66,INR,2023-02-06,False,2024-01-03
16976,Brown LLC,Apartments.com,2806.22,EUR,2023-10-03,False,2023-01-03
16977,Brown-Berry,Realtor,3357.02,EUR,2023-08-19,True,2025-03-13
16978,"Mckay, Reyes and Lyons",Craigslist,3806.01,INR,2022-07-29,False,2023-03-04
16979,"Kelly, Jarvis and Daniels",Apartments.com,1978.44,INR,2020-05-21,False,2021-12-18
16980,Castaneda Ltd,Realtor,1832.92,USD,2022-09-27,False,2023-01-27
16981,Quinn-Mcdonald,Zillow,1660.76,EUR,2020-03-15,False,2022-02-09
16982,Pierce and Sons,Airbnb,4156.32,EUR,2021-12-04,True,2024-03-29
16983,Russell-Chavez,Apartments.com,2276.35,EUR,2022-10-26,True,2020-05-01
16984,Nguyen Group,Craigslist,2623.07,EUR,2024-06-17,False,2022-05-01
16985,Ramos-Harper,Zillow,2511.73,USD,2020-09-16,False,2021-03-10
16986,Drake-Gordon,Realtor,3625.93,EUR,2024-03-18,False,2020-03-20
16987,Mcdowell Ltd,Apartments.com,4684.92,USD,2022-05-10,False,2024-08-14
16988,Sullivan-Gomez,Zillow,1655.93,INR,2021-08-21,False,2021-12-04
16989,Salas-Jacobs,Craigslist,4985.19,USD,2021-10-26,True,2021-09-01
16990,"Simon, Marshall and Arroyo",Zillow,1165.99,USD,2022-03-29,False,2020-04-23
16991,Thompson-Mcmahon,Zillow,4189.3,USD,2022-12-31,False,2021-09-09
16992,Reyes-Grant,Zillow,2788.02,EUR,2023-07-09,True,2022-02-20
16993,Ramos LLC,Craigslist,4669.66,INR,2024-02-20,False,2023-12-25
16994,"Gutierrez, Woods and Rogers",Zillow,3212.04,INR,2024-05-25,True,2022-03-16
16995,Stevens Group,Realtor,2301.61,INR,2021-02-19,False,2023-05-19
16996,"Parsons, Shaw and Mckinney",Zillow,1238.88,INR,2021-03-09,False,2021-05-16
16997,Berg-Meyer,Realtor,3456.04,EUR,2024-10-31,True,2024-12-16
16998,"Jordan, Whitaker and Schmidt",Airbnb,4196.97,USD,2021-09-11,True,2022-06-15
16999,Powers PLC,Zillow,4626.17,USD,2021-05-12,False,2021-12-15
17000,"Mann, Smith and Williams",Airbnb,1806.42,INR,2022-08-22,False,2021-06-07
17001,Smith Ltd,Apartments.com,1392.03,INR,2024-09-18,False,2024-06-22
17002,Ponce Inc,Craigslist,3811.39,USD,2020-04-11,False,2020-01-23
17003,"Galloway, Ruiz and Nguyen",Craigslist,4120.64,USD,2022-11-18,True,2023-09-01
17004,Gonzalez Group,Airbnb,4580.4,INR,2021-08-23,False,2023-01-30
17005,Cook Group,Airbnb,4630.2,USD,2022-08-21,True,2023-05-19
17006,Harris LLC,Realtor,4332.75,INR,2021-12-12,False,2023-05-02
17007,Porter-Vargas,Airbnb,2409.71,USD,2024-09-25,True,2025-01-09
17008,"Bell, Galloway and Garcia",Craigslist,3070.9,USD,2022-02-04,False,2022-04-26
17009,Adkins Ltd,Craigslist,2819.03,INR,2021-01-02,False,2024-01-07
17010,Lin-Howell,Craigslist,4063.59,USD,2022-09-23,False,2020-08-29
17011,James-Anderson,Zillow,4286.9,USD,2023-07-15,True,2020-06-30
17012,Mendoza Ltd,Realtor,3087.54,INR,2025-02-26,False,2024-05-15
17013,"Morris, Jackson and Mills",Realtor,2455.86,EUR,2024-09-01,True,2022-11-01
17014,"Henderson, Bowman and Garcia",Craigslist,1030.47,USD,2020-06-10,True,2023-03-13
17015,Mcmahon-Daugherty,Zillow,3124.65,USD,2023-06-15,False,2020-09-29
17016,"Mcdonald, Reed and Baker",Craigslist,2067.68,EUR,2024-08-16,False,2021-11-13
17017,Thomas Ltd,Realtor,1026.65,EUR,2023-07-13,False,2022-01-21
17018,George Group,Craigslist,3494.55,USD,2022-12-02,True,2021-12-18
17019,Love-Wilson,Realtor,2997.61,EUR,2024-09-06,True,2022-08-13
17020,Jones and Sons,Airbnb,4999.56,USD,2020-01-07,True,2021-10-30
17021,"Lane, Hardy and Frost",Zillow,4776.18,INR,2025-01-02,True,2021-09-17
17022,Wilson-Scott,Realtor,3770.56,EUR,2021-04-13,False,2023-02-23
17023,Olson-Freeman,Apartments.com,1711.84,USD,2021-11-17,True,2023-03-19
17024,"Page, Francis and Zimmerman",Realtor,4155.09,INR,2020-10-20,False,2022-07-09
17025,Johnson-Johnson,Craigslist,2104.71,INR,2022-12-21,False,2023-01-12
17026,Sanchez-Davis,Airbnb,2943.69,EUR,2020-12-19,True,2022-05-19
17027,Burke-Johnson,Airbnb,1188.34,EUR,2021-02-21,True,2021-01-07
17028,Mccann Inc,Airbnb,3400.3,INR,2024-02-04,True,2024-04-29
17029,Velez Inc,Apartments.com,1764.68,USD,2020-10-27,True,2022-02-25
17030,"Edwards, Ramirez and Arellano",Apartments.com,4830.35,EUR,2025-03-22,True,2025-01-17
17031,"Morrow, Ayala and Osborne",Airbnb,2943.0,EUR,2023-07-20,False,2024-06-30
17032,"Johnston, Turner and Obrien",Realtor,3795.96,USD,2025-01-31,True,2022-02-07
17033,Baldwin Inc,Zillow,3192.5,INR,2024-02-20,False,2023-03-24
17034,"Salinas, Sims and Collins",Realtor,4530.1,USD,2021-02-27,True,2022-04-13
17035,Archer and Sons,Apartments.com,1078.88,INR,2020-12-30,True,2022-03-20
17036,Burton Ltd,Zillow,4131.65,INR,2022-11-04,True,2021-02-09
17037,Hunt Group,Craigslist,2336.08,EUR,2023-08-09,False,2025-01-30
17038,Shea Group,Airbnb,2714.93,INR,2024-03-16,True,2021-09-04
17039,Williams Ltd,Zillow,4729.55,USD,2020-01-12,False,2021-07-30
17040,"Soto, Ruiz and King",Realtor,2926.81,EUR,2020-04-19,True,2020-03-28
17041,Burgess-Allison,Realtor,3030.01,EUR,2024-08-02,True,2020-01-19
17042,Monroe Inc,Apartments.com,1055.8,INR,2023-07-04,True,2023-05-31
17043,Stevenson-Dodson,Craigslist,4461.06,USD,2024-09-14,False,2024-03-22
17044,Rodriguez-Beck,Airbnb,2705.1,USD,2022-06-22,False,2023-04-17
17045,Wood PLC,Zillow,3276.36,USD,2020-05-06,True,2024-08-14
17046,"Edwards, Williams and Huber",Apartments.com,3137.48,INR,2020-07-23,False,2023-02-25
17047,Kramer LLC,Airbnb,2852.18,EUR,2020-01-01,False,2022-09-02
17048,"Simon, Gates and Wise",Zillow,1640.7,USD,2020-04-30,True,2020-07-24
17049,"Hamilton, Simmons and Richardson",Airbnb,2054.08,USD,2023-09-23,True,2024-12-15
17050,Swanson Ltd,Craigslist,3803.64,INR,2021-05-31,False,2024-09-21
17051,Wells-Wolfe,Apartments.com,1554.46,INR,2023-01-04,False,2022-12-04
17052,"Warren, Jordan and Ward",Apartments.com,2660.95,USD,2022-09-02,True,2022-03-02
17053,Carter-Tate,Zillow,3778.36,INR,2022-06-28,False,2022-04-13
17054,Jackson PLC,Realtor,2312.85,USD,2023-12-30,True,2023-04-14
17055,"Rivas, Ward and Meyer",Airbnb,4194.19,INR,2021-08-06,False,2023-12-23
17056,"Johnson, Martin and Gibson",Zillow,2425.31,USD,2024-07-08,True,2024-08-14
17057,"Yang, Williams and Spence",Zillow,2959.41,EUR,2022-01-03,True,2022-01-19
17058,Chase Inc,Craigslist,3713.37,USD,2024-09-13,True,2023-07-01
17059,Henderson-Stone,Craigslist,4299.05,USD,2023-12-16,True,2021-08-29
17060,Bradley and Sons,Craigslist,3313.52,USD,2023-11-22,True,2023-01-22
17061,"Allison, Abbott and Walsh",Airbnb,2235.98,USD,2025-02-06,True,2022-12-16
17062,Johnson-Nguyen,Apartments.com,1506.17,USD,2020-11-28,True,2023-08-01
17063,"Morris, Chen and Jarvis",Craigslist,1258.93,INR,2020-04-02,True,2021-09-16
17064,"Koch, Butler and Webb",Airbnb,1327.23,EUR,2022-08-04,True,2024-01-31
17065,Miller Ltd,Apartments.com,3150.12,USD,2020-11-28,True,2020-06-15
17066,Howe LLC,Zillow,3352.69,USD,2022-11-21,True,2021-03-26
17067,"Larson, Smith and Dorsey",Apartments.com,1262.98,INR,2023-01-04,False,2021-09-06
17068,Johnson Ltd,Apartments.com,3073.31,INR,2021-08-27,True,2021-10-22
17069,"Vazquez, Valentine and Boone",Apartments.com,1878.14,USD,2022-11-16,False,2023-06-18
17070,Cabrera-Sanchez,Apartments.com,3467.43,EUR,2024-12-16,True,2023-07-04
17071,"Pearson, Serrano and Murphy",Realtor,4108.65,USD,2024-12-04,True,2024-05-20
17072,Rodriguez-George,Airbnb,4250.55,INR,2021-10-11,True,2024-04-11
17073,Cardenas-Washington,Craigslist,1461.27,EUR,2023-10-26,True,2024-11-14
17074,Daugherty-Collins,Zillow,2408.78,USD,2021-03-24,True,2024-10-03
17075,Wade-Stout,Zillow,3756.83,INR,2022-10-25,False,2021-06-04
17076,Jacobs Group,Airbnb,1205.4,EUR,2024-12-02,True,2022-10-09
17077,Horne and Sons,Airbnb,4820.73,USD,2023-04-21,True,2023-05-25
17078,Dunn and Sons,Craigslist,2863.01,USD,2024-07-28,True,2024-06-11
17079,"Luna, Todd and Torres",Realtor,3629.17,EUR,2021-05-03,True,2021-01-05
17080,Martin and Sons,Craigslist,3748.22,INR,2024-05-27,True,2023-03-09
17081,Bishop Group,Apartments.com,4530.08,EUR,2021-08-04,True,2020-11-18
17082,Graham PLC,Airbnb,1322.19,EUR,2024-10-24,True,2024-06-27
17083,Vega and Sons,Apartments.com,4498.66,USD,2022-10-31,False,2024-02-01
17084,Patterson Ltd,Airbnb,2015.94,INR,2023-09-04,False,2020-09-10
17085,"Ward, Walter and Scott",Airbnb,3870.72,USD,2022-06-10,False,2024-04-14
17086,Mitchell-Banks,Airbnb,3231.25,INR,2024-03-28,True,2022-09-03
17087,Chavez and Sons,Craigslist,1061.95,USD,2024-08-14,True,2024-02-01
17088,Floyd-Ponce,Apartments.com,1933.53,INR,2020-08-17,False,2020-06-29
17089,Andrews Ltd,Realtor,4471.62,INR,2022-01-13,False,2021-08-01
17090,Garrett PLC,Apartments.com,3811.79,USD,2024-06-14,False,2024-06-23
17091,"Singleton, Wells and Ramirez",Apartments.com,4960.47,USD,2021-03-11,False,2020-11-19
17092,Griffith PLC,Craigslist,4741.51,INR,2020-03-03,False,2023-08-30
17093,Jones-Richardson,Craigslist,3851.34,USD,2020-11-09,True,2021-10-08
17094,"Jones, Smith and Chung",Apartments.com,2427.35,USD,2020-06-25,True,2025-03-05
17095,"Hale, Short and Roberson",Craigslist,1925.89,INR,2023-03-15,True,2022-07-28
17096,"Dalton, Ortiz and Reid",Apartments.com,3097.73,USD,2023-12-02,False,2023-11-25
17097,"Ball, Rodriguez and Lewis",Airbnb,2105.75,INR,2023-03-01,False,2022-10-08
17098,Collier-Gomez,Airbnb,2560.37,INR,2024-01-10,False,2020-03-03
17099,"Mullen, Bishop and Davis",Realtor,2286.04,USD,2020-07-01,True,2023-01-03
17100,"Mendoza, Castro and Vasquez",Realtor,1787.81,INR,2020-09-17,True,2020-07-30
17101,Turner-Shaffer,Airbnb,4465.76,USD,2023-03-16,True,2022-11-10
17102,Alvarez Inc,Realtor,2056.05,USD,2020-07-20,False,2024-11-16
17103,"Arnold, Taylor and Shepard",Apartments.com,4747.11,EUR,2022-06-14,True,2023-11-15
17104,Michael Group,Realtor,4301.66,INR,2024-04-26,True,2022-05-26
17105,Nichols and Sons,Apartments.com,3045.01,EUR,2023-01-25,True,2023-10-22
17106,White-Miller,Realtor,4140.43,USD,2020-03-18,True,2022-10-23
17107,Smith-Ray,Apartments.com,3869.85,EUR,2023-07-29,True,2023-07-11
17108,Lynch-Singleton,Zillow,1531.93,EUR,2021-01-31,True,2025-01-08
17109,Lawrence-Hall,Apartments.com,4689.42,EUR,2023-11-21,True,2020-05-04
17110,"Roach, Bruce and Lane",Airbnb,2934.41,USD,2024-12-08,True,2023-04-10
17111,Johnson Inc,Craigslist,2591.32,USD,2024-01-19,False,2024-05-06
17112,Romero-Diaz,Craigslist,3849.38,EUR,2024-05-29,False,2024-01-28
17113,Orr-Clark,Craigslist,3337.42,USD,2021-08-22,True,2024-10-17
17114,"Jones, Martinez and Gilbert",Zillow,2577.06,EUR,2020-05-03,False,2020-01-25
17115,Hopkins Group,Airbnb,1148.67,INR,2021-04-11,False,2025-02-02
17116,Tyler Inc,Craigslist,1284.63,USD,2021-11-12,True,2022-08-12
17117,Berry Ltd,Apartments.com,3529.82,INR,2022-05-21,False,2022-10-28
17118,King-Larsen,Apartments.com,1679.78,USD,2021-11-28,True,2020-02-05
17119,Torres and Sons,Airbnb,1923.39,USD,2024-02-26,True,2020-05-20
17120,"Simmons, Liu and Heath",Airbnb,1655.16,INR,2024-03-16,True,2023-01-26
17121,Clark-Collins,Craigslist,3227.79,EUR,2023-03-12,False,2024-09-29
17122,Hicks-King,Apartments.com,2900.47,EUR,2023-09-09,False,2024-11-22
17123,Thornton PLC,Airbnb,2550.6,EUR,2025-03-10,False,2023-07-30
17124,Clark and Sons,Apartments.com,1268.04,EUR,2022-08-10,False,2022-11-28
17125,"Gonzalez, Henry and Johnson",Zillow,4100.62,USD,2023-02-07,True,2020-01-23
17126,Cox-Cook,Zillow,1681.99,USD,2022-01-26,True,2022-08-25
17127,Larson-Dennis,Airbnb,1583.8,USD,2021-03-11,False,2023-01-27
17128,Young PLC,Airbnb,2321.99,INR,2020-04-30,True,2024-01-12
17129,Rodriguez PLC,Craigslist,2345.78,INR,2025-01-27,False,2023-04-19
17130,Huang Ltd,Apartments.com,4781.86,INR,2020-12-01,False,2024-04-07
17131,Rasmussen-Clements,Airbnb,1110.04,INR,2022-07-22,True,2024-05-09
17132,"Johnson, Ramirez and Phillips",Apartments.com,4345.75,INR,2021-01-04,False,2021-07-26
17133,"Porter, Roberts and Sosa",Craigslist,1687.01,INR,2023-12-19,False,2022-03-14
17134,"Anderson, Russell and Lee",Zillow,3348.92,INR,2024-06-22,True,2022-07-29
17135,"Bright, Vargas and Ortega",Realtor,2094.82,EUR,2021-09-22,False,2021-02-02
17136,Carpenter and Sons,Airbnb,4117.36,INR,2020-01-10,True,2022-09-18
17137,"Gordon, Rice and Lambert",Craigslist,3293.39,USD,2020-10-21,True,2023-11-25
17138,Mann-West,Zillow,4876.67,USD,2024-01-27,False,2023-03-13
17139,Grimes Inc,Zillow,4284.79,INR,2022-05-29,False,2021-02-19
17140,Williams Ltd,Zillow,4879.66,USD,2021-07-11,True,2022-08-07
17141,"Santana, Huerta and Carter",Craigslist,3120.46,EUR,2022-08-24,True,2023-10-09
17142,"Huang, Villanueva and Ward",Airbnb,4538.39,EUR,2022-11-16,False,2024-09-18
17143,Davis-Jones,Realtor,4203.53,USD,2021-05-04,True,2020-08-10
17144,Simmons PLC,Airbnb,4890.08,EUR,2024-11-03,False,2023-09-26
17145,"Jones, Rodriguez and Phillips",Airbnb,1272.9,USD,2024-09-22,True,2022-12-06
17146,"Wilson, Allen and Rivas",Airbnb,1539.38,INR,2020-06-18,True,2020-05-25
17147,Bentley Ltd,Apartments.com,4816.23,EUR,2021-10-22,False,2020-11-01
17148,Rivera Inc,Craigslist,1263.06,INR,2020-03-19,False,2020-07-19
17149,Kent Ltd,Zillow,1901.22,INR,2020-02-18,False,2023-11-25
17150,Perez-Rodriguez,Apartments.com,1644.19,EUR,2023-11-03,True,2024-01-18
17151,"Jimenez, Jenkins and Thomas",Apartments.com,4346.23,INR,2023-08-30,True,2022-05-24
17152,"Henson, Taylor and Bruce",Airbnb,2579.75,EUR,2024-03-29,False,2022-12-08
17153,Le Group,Apartments.com,2372.08,INR,2021-08-24,True,2023-02-09
17154,Gonzalez and Sons,Zillow,4235.33,INR,2022-10-06,True,2024-04-01
17155,Jenkins Inc,Zillow,4744.0,USD,2022-05-04,False,2023-08-27
17156,Brown Group,Airbnb,4665.41,USD,2024-06-03,True,2021-10-28
17157,Diaz Inc,Airbnb,1330.9,INR,2024-11-27,True,2024-05-25
17158,Baker Inc,Apartments.com,1859.32,INR,2023-03-17,True,2024-03-14
17159,Warner-Wright,Airbnb,4249.01,INR,2020-06-12,False,2020-12-03
17160,Ortiz Inc,Realtor,4952.6,EUR,2021-02-21,True,2022-03-28
17161,Padilla-Young,Craigslist,1736.51,EUR,2021-08-03,True,2022-12-18
17162,Cooley and Sons,Zillow,1374.7,USD,2022-01-08,True,2024-07-06
17163,Wolfe Group,Craigslist,4322.69,USD,2024-12-20,True,2022-11-22
17164,"Smith, Jones and Noble",Zillow,1161.11,USD,2021-02-19,True,2020-09-14
17165,Aguirre-Stokes,Apartments.com,4610.43,INR,2023-05-02,True,2021-03-16
17166,Black LLC,Realtor,4044.91,EUR,2020-11-22,False,2020-07-19
17167,Patel-Smith,Craigslist,2818.73,USD,2023-03-17,True,2021-04-23
17168,Nguyen LLC,Apartments.com,1336.26,EUR,2020-10-02,True,2021-11-24
17169,Choi-Williams,Realtor,2175.85,USD,2024-11-22,False,2023-04-23
17170,"Morgan, Holder and Gonzalez",Airbnb,1131.03,EUR,2021-08-06,False,2020-09-02
17171,Kennedy Ltd,Realtor,3438.27,EUR,2024-11-10,True,2024-12-22
17172,Brandt-Francis,Apartments.com,1775.87,USD,2020-11-12,False,2021-09-13
17173,Mckee PLC,Airbnb,4323.21,INR,2020-05-05,False,2021-07-13
